Import_ID,HS_Code,Product_Description,Country_of_Origin,Quantity_tonnes,Value_EUR,CO2_Embedded_tCO2,Transport_Mode,Customs_Regime,Sector,CBAM_Subject
4642,2716.00,Electricity product (2716.00),USA,294.96,151216.16,3.38,Air,Transit,Electricity,Yes
4643,2804.10,Hydrogen product (2804.10),Saudi Arabia,87.48,15168.45,2.98,Sea,Free circulation,Hydrogen,Yes
4644,3102.60,Fertiliser product (3102.60),China,1186.99,454326.89,43.09,Air,Transit,Fertiliser,Yes
4645,2804.10,Hydrogen product (2804.10),South Africa,149.69,117837.37,3.98,Road,Inward processing,Hydrogen,Yes
4646,7601.20,Aluminium product (7601.20),USA,375.09,221826.32,11.9,Sea,Free circulation,Aluminium,Yes
4647,7606.12,Aluminium product (7606.12),Russia,864.39,613769.8,8.88,Air,Transit,Aluminium,Yes
4648,7606.12,Aluminium product (7606.12),USA,564.89,119061.89,6.99,Sea,Free circulation,Aluminium,Yes
4649,3102.60,Fertiliser product (3102.60),Egypt,485.07,362086.12,3.75,Rail,Free circulation,Fertiliser,Yes
4650,2804.10,Hydrogen product (2804.10),USA,860.56,426888.66,31.37,Road,Transit,Hydrogen,Yes
4651,7207.20,Steel product (7207.20),Brazil,1995.42,1276474.71,77.78,Sea,Inward processing,Steel,Yes
4652,7601.10,Aluminium product (7601.10),South Africa,1576.33,1223360.89,46.9,Road,Temporary admission,Aluminium,Yes
4653,2523.29,Cement product (2523.29),South Africa,168.73,69389.9,4.66,Sea,Inward processing,Cement,Yes
4654,2716.00,Electricity product (2716.00),India,707.93,231988.34,17.85,Sea,Free circulation,Electricity,Yes
4655,7207.20,Steel product (7207.20),USA,1867.67,322617.99,59.62,Air,Inward processing,Steel,Yes
4656,7208.39,Steel product (7208.39),South Africa,1448.23,1124651.58,54.42,Road,Temporary admission,Steel,Yes
4657,2523.29,Cement product (2523.29),USA,1526.84,745503.6,18.55,Rail,Inward processing,Cement,Yes
4658,2716.00,Electricity product (2716.00),India,1095.02,709002.23,39.8,Air,Free circulation,Electricity,Yes
4659,2523.21,Cement product (2523.21),Russia,1581.53,437962.84,41.1,Road,Temporary admission,Cement,Yes
4660,3102.10,Fertiliser product (3102.10),Saudi Arabia,671.03,104669.73,8.06,Road,Inward processing,Fertiliser,Yes
4661,7207.20,Steel product (7207.20),USA,235.31,164191.65,3.31,Air,Temporary admission,Steel,Yes
4662,2523.90,Cement product (2523.90),Russia,576.55,446225.93,10.53,Road,Inward processing,Cement,Yes
4663,3102.10,Fertiliser product (3102.10),Saudi Arabia,29.08,9727.26,0.27,Road,Temporary admission,Fertiliser,Yes
4664,7601.20,Aluminium product (7601.20),Russia,214.59,42996.7,5.53,Rail,Free circulation,Aluminium,Yes
4665,7601.10,Aluminium product (7601.10),USA,386.8,148843.66,13.6,Sea,Temporary admission,Aluminium,Yes
4666,2523.21,Cement product (2523.21),Egypt,854.43,636720.7,19.16,Rail,Inward processing,Cement,Yes
4667,2716.00,Electricity product (2716.00),Saudi Arabia,803.68,512549.17,6.08,Sea,Free circulation,Electricity,Yes
4668,2523.21,Cement product (2523.21),Turkey,188.06,107905.61,4.15,Road,Free circulation,Cement,Yes
4669,2523.29,Cement product (2523.29),China,1582.93,1180194.69,29.43,Rail,Inward processing,Cement,Yes
4670,7601.20,Aluminium product (7601.20),South Africa,1196.86,569050.45,47.1,Sea,Transit,Aluminium,Yes
4671,7207.20,Steel product (7207.20),Egypt,1663.86,1235631.54,23.13,Air,Free circulation,Steel,Yes
4672,3102.10,Fertiliser product (3102.10),Russia,1547.33,499103.05,19.04,Sea,Transit,Fertiliser,Yes
4673,7208.39,Steel product (7208.39),Ukraine,1889.09,307067.56,73.28,Road,Transit,Steel,Yes
4674,7214.91,Steel product (7214.91),China,307.03,209589.35,4.5,Sea,Temporary admission,Steel,Yes
4675,2523.21,Cement product (2523.21),Saudi Arabia,707.9,205922.81,18.05,Road,Free circulation,Cement,Yes
4676,2716.00,Electricity product (2716.00),China,702.71,405678.33,3.9,Air,Inward processing,Electricity,Yes
4677,7606.12,Aluminium product (7606.12),Ukraine,138.11,29663.23,2.72,Rail,Transit,Aluminium,Yes
4678,7601.10,Aluminium product (7601.10),Ukraine,1631.44,1186571.83,22.14,Air,Temporary admission,Aluminium,Yes
4679,3102.10,Fertiliser product (3102.10),Turkey,1153.0,748801.14,17.42,Rail,Transit,Fertiliser,Yes
4680,7601.20,Aluminium product (7601.20),USA,823.93,404206.24,8.01,Air,Inward processing,Aluminium,Yes
4681,3102.10,Fertiliser product (3102.10),China,61.7,15383.28,1.66,Air,Transit,Fertiliser,Yes
4682,7208.39,Steel product (7208.39),Egypt,156.5,42771.86,2.63,Sea,Inward processing,Steel,Yes
4683,2804.10,Hydrogen product (2804.10),China,164.96,45298.76,6.09,Road,Free circulation,Hydrogen,Yes
4684,3102.60,Fertiliser product (3102.60),USA,48.41,27822.72,0.89,Sea,Transit,Fertiliser,Yes
4685,7208.39,Steel product (7208.39),South Africa,1348.57,718315.3,17.29,Rail,Transit,Steel,Yes
4686,3102.60,Fertiliser product (3102.60),South Africa,1695.95,796691.59,57.3,Rail,Temporary admission,Fertiliser,Yes
4687,2804.10,Hydrogen product (2804.10),Saudi Arabia,817.96,646225.71,26.15,Rail,Inward processing,Hydrogen,Yes
4688,7207.20,Steel product (7207.20),Russia,1932.24,935807.43,41.7,Road,Temporary admission,Steel,Yes
4689,3102.10,Fertiliser product (3102.10),South Africa,1513.35,1092925.21,58.63,Road,Free circulation,Fertiliser,Yes
4690,7214.91,Steel product (7214.91),Egypt,655.86,438873.95,8.11,Road,Temporary admission,Steel,Yes
4691,2523.29,Cement product (2523.29),Egypt,1095.69,292441.08,18.8,Rail,Temporary admission,Cement,Yes
4692,2716.00,Electricity product (2716.00),Russia,1863.4,456456.52,50.56,Rail,Temporary admission,Electricity,Yes
4693,2523.29,Cement product (2523.29),Egypt,1189.98,271886.55,19.53,Sea,Free circulation,Cement,Yes
4694,2523.29,Cement product (2523.29),Turkey,1130.33,307072.34,37.33,Road,Transit,Cement,Yes
4695,2804.10,Hydrogen product (2804.10),Brazil,1944.59,563140.84,22.44,Sea,Temporary admission,Hydrogen,Yes
4696,7214.91,Steel product (7214.91),USA,915.32,582186.93,13.6,Sea,Temporary admission,Steel,Yes
4697,2716.00,Electricity product (2716.00),South Africa,49.56,24868.88,1.91,Rail,Transit,Electricity,Yes
4698,2804.10,Hydrogen product (2804.10),Turkey,788.64,333663.69,30.69,Road,Free circulation,Hydrogen,Yes
4699,2716.00,Electricity product (2716.00),China,1392.27,859673.47,34.38,Rail,Temporary admission,Electricity,Yes
4700,7207.20,Steel product (7207.20),Ukraine,1949.47,1165321.45,70.82,Air,Free circulation,Steel,Yes
4701,2716.00,Electricity product (2716.00),Russia,1401.76,880060.37,21.26,Sea,Transit,Electricity,Yes
4702,7606.12,Aluminium product (7606.12),Russia,613.92,404536.46,9.44,Air,Temporary admission,Aluminium,Yes
4703,2523.21,Cement product (2523.21),USA,1129.91,352621.19,37.96,Rail,Inward processing,Cement,Yes
4704,7601.10,Aluminium product (7601.10),South Africa,229.9,158433.36,6.0,Sea,Free circulation,Aluminium,Yes
4705,7214.91,Steel product (7214.91),Egypt,381.95,191862.27,5.69,Road,Free circulation,Steel,Yes
4706,7208.39,Steel product (7208.39),Turkey,653.7,247421.02,4.72,Air,Transit,Steel,Yes
4707,2523.21,Cement product (2523.21),USA,1972.06,336231.32,55.59,Rail,Transit,Cement,Yes
4708,2523.29,Cement product (2523.29),Saudi Arabia,748.74,426711.93,13.08,Road,Temporary admission,Cement,Yes
4709,7214.91,Steel product (7214.91),Turkey,1350.76,842878.4,39.4,Sea,Transit,Steel,Yes
4710,2523.21,Cement product (2523.21),USA,236.78,136617.47,3.5,Rail,Free circulation,Cement,Yes
4711,3102.10,Fertiliser product (3102.10),Saudi Arabia,67.31,28245.96,1.36,Sea,Transit,Fertiliser,Yes
4712,3102.10,Fertiliser product (3102.10),China,939.68,571452.96,14.86,Rail,Inward processing,Fertiliser,Yes
4713,7207.20,Steel product (7207.20),China,637.41,120699.3,18.51,Sea,Temporary admission,Steel,Yes
4714,2804.10,Hydrogen product (2804.10),South Africa,1139.97,429912.69,33.84,Sea,Inward processing,Hydrogen,Yes
4715,2804.10,Hydrogen product (2804.10),Egypt,1079.34,491109.65,24.71,Sea,Temporary admission,Hydrogen,Yes
4716,7207.20,Steel product (7207.20),China,1276.33,738997.23,19.29,Rail,Temporary admission,Steel,Yes
4717,7214.91,Steel product (7214.91),Russia,290.08,73045.69,7.94,Road,Free circulation,Steel,Yes
4718,7214.91,Steel product (7214.91),South Africa,1747.02,727061.82,19.1,Rail,Transit,Steel,Yes
4719,2804.10,Hydrogen product (2804.10),USA,1515.64,1047486.33,54.29,Air,Free circulation,Hydrogen,Yes
4720,3102.60,Fertiliser product (3102.60),Saudi Arabia,1217.59,863847.92,6.74,Air,Inward processing,Fertiliser,Yes
4721,3102.60,Fertiliser product (3102.60),China,223.4,46952.97,6.69,Road,Temporary admission,Fertiliser,Yes
4722,2523.90,Cement product (2523.90),Brazil,148.47,70172.39,3.2,Air,Temporary admission,Cement,Yes
4723,2716.00,Electricity product (2716.00),South Africa,628.3,449714.12,6.89,Road,Free circulation,Electricity,Yes
4724,7208.39,Steel product (7208.39),Egypt,711.4,464694.64,4.31,Road,Free circulation,Steel,Yes
4725,2804.10,Hydrogen product (2804.10),Turkey,1349.17,918324.06,50.77,Road,Free circulation,Hydrogen,Yes
4726,3102.30,Fertiliser product (3102.30),India,1753.83,627169.04,44.76,Air,Inward processing,Fertiliser,Yes
4727,7601.20,Aluminium product (7601.20),South Africa,163.81,52028.6,1.36,Air,Temporary admission,Aluminium,Yes
4728,2804.10,Hydrogen product (2804.10),USA,637.22,458079.42,10.93,Sea,Temporary admission,Hydrogen,Yes
4729,7606.12,Aluminium product (7606.12),South Africa,1128.18,487032.54,23.76,Sea,Free circulation,Aluminium,Yes
4730,7601.10,Aluminium product (7601.10),South Africa,1939.45,664262.41,52.28,Air,Inward processing,Aluminium,Yes
4731,7601.20,Aluminium product (7601.20),Saudi Arabia,845.92,160509.11,18.72,Air,Transit,Aluminium,Yes
4732,7208.39,Steel product (7208.39),Ukraine,1628.55,348818.2,12.11,Road,Transit,Steel,Yes
4733,7207.20,Steel product (7207.20),Egypt,315.73,204233.13,9.58,Sea,Temporary admission,Steel,Yes
4734,2804.10,Hydrogen product (2804.10),Turkey,1134.39,515406.88,40.94,Sea,Temporary admission,Hydrogen,Yes
4735,7214.91,Steel product (7214.91),Turkey,1535.73,1040860.15,51.39,Air,Free circulation,Steel,Yes
4736,2716.00,Electricity product (2716.00),Saudi Arabia,1289.01,577102.03,45.46,Air,Inward processing,Electricity,Yes
4737,7601.10,Aluminium product (7601.10),Saudi Arabia,1852.75,306581.82,12.61,Road,Transit,Aluminium,Yes
4738,7208.39,Steel product (7208.39),China,1917.9,633203.12,68.22,Rail,Free circulation,Steel,Yes
4739,2523.21,Cement product (2523.21),Egypt,783.7,178225.16,6.13,Road,Transit,Cement,Yes
4740,2716.00,Electricity product (2716.00),Ukraine,321.45,100430.81,7.1,Sea,Temporary admission,Electricity,Yes
4741,2716.00,Electricity product (2716.00),Ukraine,1405.98,1112353.84,28.76,Rail,Temporary admission,Electricity,Yes
4742,7601.10,Aluminium product (7601.10),Brazil,1041.19,509329.54,24.86,Sea,Transit,Aluminium,Yes
4743,2523.29,Cement product (2523.29),Turkey,1040.3,161978.45,5.26,Air,Temporary admission,Cement,Yes
4744,2716.00,Electricity product (2716.00),China,204.36,44144.17,6.06,Rail,Inward processing,Electricity,Yes
4745,2804.10,Hydrogen product (2804.10),Saudi Arabia,417.78,305632.88,15.67,Sea,Transit,Hydrogen,Yes
4746,3102.30,Fertiliser product (3102.30),USA,1952.03,1484329.17,28.34,Road,Transit,Fertiliser,Yes
4747,7601.20,Aluminium product (7601.20),India,1024.46,270504.29,34.03,Road,Temporary admission,Aluminium,Yes
4748,2716.00,Electricity product (2716.00),Turkey,1777.98,1250520.44,35.86,Road,Free circulation,Electricity,Yes
4749,7606.12,Aluminium product (7606.12),Russia,1519.76,324357.0,9.74,Road,Inward processing,Aluminium,Yes
4750,2716.00,Electricity product (2716.00),Ukraine,1508.94,643534.13,60.12,Sea,Inward processing,Electricity,Yes
4751,3102.30,Fertiliser product (3102.30),Russia,203.54,143731.4,4.44,Rail,Transit,Fertiliser,Yes
4752,2523.90,Cement product (2523.90),China,1656.03,1127976.24,61.37,Rail,Temporary admission,Cement,Yes
4753,2523.21,Cement product (2523.21),South Africa,602.72,462508.99,6.21,Sea,Inward processing,Cement,Yes
4754,7214.91,Steel product (7214.91),Ukraine,173.12,74536.83,5.88,Road,Temporary admission,Steel,Yes
4755,2804.10,Hydrogen product (2804.10),Russia,952.11,656038.39,29.08,Sea,Inward processing,Hydrogen,Yes
4756,3102.30,Fertiliser product (3102.30),South Africa,426.76,327228.07,3.04,Air,Free circulation,Fertiliser,Yes
4757,2804.10,Hydrogen product (2804.10),China,1797.58,625356.95,40.45,Air,Inward processing,Hydrogen,Yes
4758,7601.20,Aluminium product (7601.20),India,850.48,222564.21,14.91,Rail,Temporary admission,Aluminium,Yes
4759,2716.00,Electricity product (2716.00),Saudi Arabia,393.94,111298.37,4.55,Sea,Transit,Electricity,Yes
4760,7207.20,Steel product (7207.20),USA,983.14,657381.86,24.49,Air,Free circulation,Steel,Yes
4761,7208.39,Steel product (7208.39),South Africa,1787.48,1007698.85,52.06,Road,Inward processing,Steel,Yes
4762,2523.29,Cement product (2523.29),South Africa,1338.54,591833.42,38.99,Road,Transit,Cement,Yes
4763,7606.12,Aluminium product (7606.12),Saudi Arabia,148.72,105428.12,4.79,Air,Transit,Aluminium,Yes
4764,2716.00,Electricity product (2716.00),Brazil,498.01,323318.6,2.71,Rail,Temporary admission,Electricity,Yes
4765,7601.10,Aluminium product (7601.10),Ukraine,442.32,85075.48,14.29,Road,Inward processing,Aluminium,Yes
4766,3102.30,Fertiliser product (3102.30),China,1514.19,1027928.2,7.81,Rail,Free circulation,Fertiliser,Yes
4767,7601.20,Aluminium product (7601.20),Ukraine,1007.45,612674.2,10.52,Road,Inward processing,Aluminium,Yes
4768,2716.00,Electricity product (2716.00),Ukraine,1303.08,266703.42,14.79,Sea,Free circulation,Electricity,Yes
4769,3102.30,Fertiliser product (3102.30),Russia,956.84,550008.23,9.67,Road,Transit,Fertiliser,Yes
4770,2716.00,Electricity product (2716.00),Brazil,378.59,107099.38,5.06,Rail,Transit,Electricity,Yes
4771,7601.10,Aluminium product (7601.10),Ukraine,460.84,187491.33,12.85,Air,Inward processing,Aluminium,Yes
4772,2716.00,Electricity product (2716.00),China,881.68,576956.44,26.6,Road,Temporary admission,Electricity,Yes
4773,2804.10,Hydrogen product (2804.10),Egypt,261.79,47579.56,9.35,Rail,Transit,Hydrogen,Yes
4774,7606.12,Aluminium product (7606.12),Turkey,168.86,41610.56,0.98,Sea,Temporary admission,Aluminium,Yes
4775,2716.00,Electricity product (2716.00),China,1260.39,666167.62,49.84,Sea,Temporary admission,Electricity,Yes
4776,7606.12,Aluminium product (7606.12),Turkey,1775.0,740260.32,31.96,Air,Temporary admission,Aluminium,Yes
4777,2804.10,Hydrogen product (2804.10),Egypt,600.74,149623.01,5.91,Rail,Inward processing,Hydrogen,Yes
4778,3102.30,Fertiliser product (3102.30),Turkey,273.24,61253.47,3.67,Air,Inward processing,Fertiliser,Yes
4779,2716.00,Electricity product (2716.00),Russia,620.27,480725.58,15.66,Road,Transit,Electricity,Yes
4780,7606.12,Aluminium product (7606.12),Turkey,1975.32,774529.92,41.52,Road,Temporary admission,Aluminium,Yes
4781,7207.20,Steel product (7207.20),China,655.91,176359.1,6.57,Road,Free circulation,Steel,Yes
4782,2523.90,Cement product (2523.90),South Africa,1890.71,1496358.84,12.43,Air,Free circulation,Cement,Yes
4783,2804.10,Hydrogen product (2804.10),Turkey,309.19,131495.62,3.56,Road,Transit,Hydrogen,Yes
4784,2716.00,Electricity product (2716.00),South Africa,734.12,171719.94,15.4,Road,Inward processing,Electricity,Yes
4785,7601.10,Aluminium product (7601.10),Turkey,550.67,208559.81,4.57,Road,Inward processing,Aluminium,Yes
4786,2716.00,Electricity product (2716.00),USA,861.97,680195.57,14.23,Rail,Temporary admission,Electricity,Yes
4787,2523.29,Cement product (2523.29),Turkey,1754.09,1224494.17,67.22,Road,Inward processing,Cement,Yes
4788,2804.10,Hydrogen product (2804.10),Turkey,1582.32,915748.61,55.35,Sea,Free circulation,Hydrogen,Yes
4789,2523.90,Cement product (2523.90),South Africa,160.53,72373.33,6.36,Air,Transit,Cement,Yes
4790,2523.90,Cement product (2523.90),Ukraine,1541.5,1195200.48,49.77,Air,Temporary admission,Cement,Yes
4791,7208.39,Steel product (7208.39),Turkey,1751.02,1066798.89,55.36,Sea,Inward processing,Steel,Yes
4792,7214.91,Steel product (7214.91),USA,1051.12,789133.08,35.61,Sea,Temporary admission,Steel,Yes
4793,7601.10,Aluminium product (7601.10),China,1689.33,992406.9,26.46,Air,Transit,Aluminium,Yes
4794,2804.10,Hydrogen product (2804.10),Ukraine,80.9,61336.42,2.06,Air,Temporary admission,Hydrogen,Yes
4795,2804.10,Hydrogen product (2804.10),USA,603.3,148977.59,20.53,Road,Inward processing,Hydrogen,Yes
4796,7208.39,Steel product (7208.39),Turkey,1674.68,1137828.13,46.18,Rail,Free circulation,Steel,Yes
4797,3102.10,Fertiliser product (3102.10),Ukraine,738.37,256691.14,3.91,Air,Free circulation,Fertiliser,Yes
4798,7208.39,Steel product (7208.39),Saudi Arabia,1668.88,345176.54,45.19,Road,Inward processing,Steel,Yes
4799,7214.91,Steel product (7214.91),Russia,1013.11,498802.77,37.93,Air,Inward processing,Steel,Yes
4800,3102.10,Fertiliser product (3102.10),Ukraine,72.91,47588.72,0.5,Road,Free circulation,Fertiliser,Yes
4801,7601.20,Aluminium product (7601.20),USA,85.93,36896.75,0.62,Road,Free circulation,Aluminium,Yes
4802,7207.20,Steel product (7207.20),Brazil,1580.4,781058.98,9.51,Air,Free circulation,Steel,Yes
4803,7208.39,Steel product (7208.39),USA,90.6,49670.05,3.01,Air,Transit,Steel,Yes
4804,7601.20,Aluminium product (7601.20),Saudi Arabia,881.22,449842.93,29.07,Rail,Free circulation,Aluminium,Yes
4805,2804.10,Hydrogen product (2804.10),USA,1224.91,362688.69,32.41,Rail,Free circulation,Hydrogen,Yes
4806,2804.10,Hydrogen product (2804.10),South Africa,1260.28,790409.22,33.69,Road,Inward processing,Hydrogen,Yes
4807,3102.30,Fertiliser product (3102.30),Ukraine,1938.79,539443.89,74.23,Road,Transit,Fertiliser,Yes
4808,2716.00,Electricity product (2716.00),Saudi Arabia,1081.3,634476.01,9.17,Rail,Inward processing,Electricity,Yes
4809,7601.10,Aluminium product (7601.10),Ukraine,767.35,498851.51,22.82,Road,Temporary admission,Aluminium,Yes
4810,2804.10,Hydrogen product (2804.10),Brazil,89.88,45415.13,0.73,Rail,Inward processing,Hydrogen,Yes
4811,2716.00,Electricity product (2716.00),Egypt,1991.75,1460436.31,11.43,Rail,Inward processing,Electricity,Yes
4812,2804.10,Hydrogen product (2804.10),South Africa,1718.71,1284957.85,29.86,Rail,Inward processing,Hydrogen,Yes
4813,7606.12,Aluminium product (7606.12),India,1441.81,630600.74,40.27,Rail,Inward processing,Aluminium,Yes
4814,7606.12,Aluminium product (7606.12),Russia,687.23,247171.55,13.65,Rail,Inward processing,Aluminium,Yes
4815,2716.00,Electricity product (2716.00),Russia,299.68,206851.22,5.16,Road,Inward processing,Electricity,Yes
4816,2804.10,Hydrogen product (2804.10),Egypt,806.3,589514.55,18.05,Rail,Free circulation,Hydrogen,Yes
4817,3102.60,Fertiliser product (3102.60),Ukraine,1093.07,843548.11,39.39,Rail,Free circulation,Fertiliser,Yes
4818,2523.21,Cement product (2523.21),Ukraine,347.24,158893.47,13.54,Road,Inward processing,Cement,Yes
4819,2804.10,Hydrogen product (2804.10),Saudi Arabia,751.01,294037.33,8.88,Road,Free circulation,Hydrogen,Yes
4820,3102.30,Fertiliser product (3102.30),USA,237.5,149909.55,7.59,Road,Temporary admission,Fertiliser,Yes
4821,2804.10,Hydrogen product (2804.10),Turkey,1938.34,1265196.85,26.2,Sea,Inward processing,Hydrogen,Yes
4822,7208.39,Steel product (7208.39),Turkey,89.83,71013.7,1.52,Road,Temporary admission,Steel,Yes
4823,3102.10,Fertiliser product (3102.10),Saudi Arabia,630.82,466094.53,16.07,Air,Transit,Fertiliser,Yes
4824,3102.10,Fertiliser product (3102.10),Saudi Arabia,437.59,318527.26,17.4,Rail,Inward processing,Fertiliser,Yes
4825,7214.91,Steel product (7214.91),USA,182.49,129652.49,3.41,Rail,Transit,Steel,Yes
4826,2523.90,Cement product (2523.90),USA,1052.9,784021.33,41.13,Road,Free circulation,Cement,Yes
4827,7207.20,Steel product (7207.20),Russia,531.71,153320.17,4.16,Air,Temporary admission,Steel,Yes
4828,7207.20,Steel product (7207.20),India,1127.98,179171.57,21.9,Rail,Free circulation,Steel,Yes
4829,7208.39,Steel product (7208.39),Russia,156.03,64502.3,1.0,Sea,Free circulation,Steel,Yes
4830,2716.00,Electricity product (2716.00),Turkey,1672.08,478767.25,27.57,Air,Temporary admission,Electricity,Yes
4831,7207.20,Steel product (7207.20),India,1741.4,1105916.02,22.06,Road,Inward processing,Steel,Yes
4832,2804.10,Hydrogen product (2804.10),Egypt,153.08,94172.97,2.86,Sea,Transit,Hydrogen,Yes
4833,7606.12,Aluminium product (7606.12),India,1534.5,674323.14,26.26,Road,Free circulation,Aluminium,Yes
4834,2716.00,Electricity product (2716.00),Turkey,907.9,577935.86,33.21,Rail,Temporary admission,Electricity,Yes
4835,2804.10,Hydrogen product (2804.10),Russia,109.04,53502.93,0.67,Road,Inward processing,Hydrogen,Yes
4836,3102.30,Fertiliser product (3102.30),India,942.13,683452.98,16.63,Sea,Free circulation,Fertiliser,Yes
4837,2716.00,Electricity product (2716.00),Egypt,1865.58,1044529.86,70.32,Road,Inward processing,Electricity,Yes
4838,2804.10,Hydrogen product (2804.10),India,1516.76,329490.11,19.85,Road,Inward processing,Hydrogen,Yes
4839,2523.21,Cement product (2523.21),China,794.4,206996.39,17.73,Sea,Inward processing,Cement,Yes
4840,2716.00,Electricity product (2716.00),Russia,948.02,731462.35,19.13,Road,Transit,Electricity,Yes
4841,2523.90,Cement product (2523.90),Ukraine,1573.4,1199311.33,56.16,Road,Temporary admission,Cement,Yes
4842,2804.10,Hydrogen product (2804.10),Ukraine,425.25,200896.36,7.3,Sea,Inward processing,Hydrogen,Yes
4843,7207.20,Steel product (7207.20),Brazil,805.72,309819.03,27.33,Air,Transit,Steel,Yes
4844,3102.60,Fertiliser product (3102.60),India,909.76,446147.5,35.83,Rail,Transit,Fertiliser,Yes
4845,7601.20,Aluminium product (7601.20),China,129.36,60433.43,4.15,Rail,Inward processing,Aluminium,Yes
4846,2804.10,Hydrogen product (2804.10),Egypt,310.81,170167.09,4.16,Air,Transit,Hydrogen,Yes
4847,2716.00,Electricity product (2716.00),Ukraine,1736.13,629546.4,28.68,Sea,Temporary admission,Electricity,Yes
4848,7214.91,Steel product (7214.91),South Africa,1200.41,323289.49,17.97,Sea,Inward processing,Steel,Yes
4849,7208.39,Steel product (7208.39),Turkey,839.1,318744.4,19.61,Sea,Temporary admission,Steel,Yes
4850,7601.10,Aluminium product (7601.10),China,1203.28,623700.75,33.57,Road,Temporary admission,Aluminium,Yes
4851,3102.30,Fertiliser product (3102.30),Saudi Arabia,622.42,144511.64,19.69,Road,Free circulation,Fertiliser,Yes
4852,3102.10,Fertiliser product (3102.10),Ukraine,1703.05,539958.9,32.78,Rail,Transit,Fertiliser,Yes
4853,3102.30,Fertiliser product (3102.30),Egypt,1002.15,497730.27,28.14,Sea,Transit,Fertiliser,Yes
4854,7606.12,Aluminium product (7606.12),China,92.79,57433.31,0.67,Air,Transit,Aluminium,Yes
4855,2523.29,Cement product (2523.29),India,941.89,648007.36,19.58,Sea,Inward processing,Cement,Yes
4856,2716.00,Electricity product (2716.00),South Africa,306.69,242368.52,11.08,Sea,Inward processing,Electricity,Yes
4857,7601.10,Aluminium product (7601.10),Ukraine,1544.91,644972.95,17.67,Sea,Transit,Aluminium,Yes
4858,2716.00,Electricity product (2716.00),Russia,1883.41,934224.53,65.6,Air,Temporary admission,Electricity,Yes
4859,2523.90,Cement product (2523.90),Ukraine,690.77,254160.12,27.28,Sea,Temporary admission,Cement,Yes
4860,3102.30,Fertiliser product (3102.30),Ukraine,1048.45,253150.38,13.3,Road,Temporary admission,Fertiliser,Yes
4861,2804.10,Hydrogen product (2804.10),South Africa,969.07,172112.74,20.53,Sea,Inward processing,Hydrogen,Yes
4862,7601.20,Aluminium product (7601.20),China,843.69,553940.34,14.7,Air,Free circulation,Aluminium,Yes
4863,3102.10,Fertiliser product (3102.10),Ukraine,1965.27,525710.6,50.48,Road,Temporary admission,Fertiliser,Yes
4864,7208.39,Steel product (7208.39),Saudi Arabia,188.5,118191.68,7.51,Air,Temporary admission,Steel,Yes
4865,3102.10,Fertiliser product (3102.10),Saudi Arabia,1640.09,838425.98,36.03,Air,Inward processing,Fertiliser,Yes
4866,2523.21,Cement product (2523.21),Egypt,1671.71,1267796.7,66.24,Air,Transit,Cement,Yes
4867,7207.20,Steel product (7207.20),China,799.11,634570.34,8.36,Sea,Free circulation,Steel,Yes
4868,3102.60,Fertiliser product (3102.60),Egypt,514.56,106956.69,7.47,Air,Inward processing,Fertiliser,Yes
4869,2523.21,Cement product (2523.21),Brazil,1538.2,1083509.36,49.62,Road,Temporary admission,Cement,Yes
4870,2804.10,Hydrogen product (2804.10),Brazil,1265.82,612755.91,37.73,Sea,Inward processing,Hydrogen,Yes
4871,2523.21,Cement product (2523.21),South Africa,787.76,548950.89,22.61,Rail,Free circulation,Cement,Yes
4872,2523.90,Cement product (2523.90),South Africa,1398.63,697019.0,50.33,Air,Inward processing,Cement,Yes
4873,7208.39,Steel product (7208.39),Egypt,511.51,203451.04,16.48,Rail,Free circulation,Steel,Yes
4874,3102.60,Fertiliser product (3102.60),India,990.57,721124.17,16.96,Rail,Temporary admission,Fertiliser,Yes
4875,2716.00,Electricity product (2716.00),Egypt,744.97,542098.48,15.83,Road,Transit,Electricity,Yes
4876,7214.91,Steel product (7214.91),China,1037.09,379882.35,15.23,Rail,Inward processing,Steel,Yes
4877,3102.60,Fertiliser product (3102.60),Saudi Arabia,1315.34,299761.29,47.06,Air,Free circulation,Fertiliser,Yes
4878,7601.10,Aluminium product (7601.10),China,1560.61,427585.87,45.71,Road,Transit,Aluminium,Yes
4879,2716.00,Electricity product (2716.00),South Africa,1209.24,326431.66,17.61,Air,Transit,Electricity,Yes
4880,7207.20,Steel product (7207.20),Turkey,823.88,498041.87,22.54,Rail,Free circulation,Steel,Yes
4881,3102.30,Fertiliser product (3102.30),Ukraine,1069.15,694377.49,33.71,Rail,Temporary admission,Fertiliser,Yes
4882,3102.30,Fertiliser product (3102.30),South Africa,1239.54,820009.7,20.7,Rail,Temporary admission,Fertiliser,Yes
4883,2716.00,Electricity product (2716.00),India,1763.69,969485.5,59.58,Sea,Free circulation,Electricity,Yes
4884,3102.60,Fertiliser product (3102.60),South Africa,1097.1,320336.59,26.31,Rail,Inward processing,Fertiliser,Yes
4885,7601.20,Aluminium product (7601.20),Russia,748.51,451631.75,16.21,Rail,Free circulation,Aluminium,Yes
4886,7214.91,Steel product (7214.91),China,1673.86,988828.0,48.47,Air,Free circulation,Steel,Yes
4887,2523.21,Cement product (2523.21),Turkey,442.14,349185.52,15.24,Sea,Free circulation,Cement,Yes
